node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6107342644501331,0.4442671680407995,0.3456714153289795,xgboost_model_10.pkl,25
10,Circuit,50,5,4,0.7611695408620454,0.3969011366069607,0.24050402641296387,xgboost_model_10_Circuit.pkl,25
12,Q_values,50,78,4,0.9797129888071398,0.6608453048083109,0.3786470890045166,xgboost_model_12.pkl,25
12,Circuit,50,5,4,1.1033669044795644,0.6627239076534265,0.24983859062194824,xgboost_model_12_Circuit.pkl,25
15,Q_values,50,120,4,0.6118872259104577,0.1895162317310909,0.4720945358276367,xgboost_model_15.pkl,25
15,Circuit,50,5,4,0.8033660592384839,0.2329882403907516,0.24361753463745117,xgboost_model_15_Circuit.pkl,25
20,Q_values,50,210,4,0.6273022399638868,0.26165004487375004,0.6574902534484863,xgboost_model_20.pkl,25
20,Circuit,50,5,4,0.8500071716646445,0.33010144357464233,0.24580860137939453,xgboost_model_20_Circuit.pkl,25
25,Q_values,50,325,4,0.7437956047078946,0.22788225379694074,0.787606954574585,xgboost_model_25.pkl,25
25,Circuit,50,5,4,0.6914093023858304,0.1825494954377681,0.2471475601196289,xgboost_model_25_Circuit.pkl,25
full,Q_values,250,325,4,0.7256561998880086,0.3095265706311824,3.2791426181793213,xgboost_model_full.pkl,25
full,Circuit,250,5,4,0.7495022846419341,0.29903721318467846,0.31025052070617676,xgboost_model_full_Circuit.pkl,25
10,Q_values_full_model,50,325,4,0.22106705883684302,0.024748778772135133,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,25
12,Q_values_full_model,50,325,4,0.3582993730998371,0.269708455831316,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,25
15,Q_values_full_model,50,325,4,0.13105280880259956,0.013572490050113723,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,25
20,Q_values_full_model,50,325,4,0.39694022497200165,0.08860144768622905,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,25
25,Q_values_full_model,50,325,4,0.22282040074457812,0.02643040046875917,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,25
