node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.5860149958387383,0.41912345444858545,0.3367187976837158,xgboost_model_10.pkl,5
10,Circuit,50,5,4,0.7765020497149422,0.40898031643969224,0.23522019386291504,xgboost_model_10_Circuit.pkl,5
12,Q_values,50,78,4,0.9756869964742432,0.6537399551342742,0.35579395294189453,xgboost_model_12.pkl,5
12,Circuit,50,5,4,1.111549865564652,0.6638538216346035,0.24408388137817383,xgboost_model_12_Circuit.pkl,5
15,Q_values,50,120,4,0.6162010927830246,0.19165317261211762,0.4385800361633301,xgboost_model_15.pkl,5
15,Circuit,50,5,4,0.7974174884686572,0.23176334489097777,0.24160218238830566,xgboost_model_15_Circuit.pkl,5
20,Q_values,50,210,4,0.6555132122905083,0.2779683239533908,0.6401329040527344,xgboost_model_20.pkl,5
20,Circuit,50,5,4,0.8473861792061179,0.33066026170849117,0.2426149845123291,xgboost_model_20_Circuit.pkl,5
25,Q_values,50,325,4,0.7429751542713049,0.22972634798084116,0.7217040061950684,xgboost_model_25.pkl,5
25,Circuit,50,5,4,0.7079817696138806,0.18879146947457065,0.2417144775390625,xgboost_model_25_Circuit.pkl,5
full,Q_values,250,325,4,0.7087671610175873,0.29989841343376866,2.940782070159912,xgboost_model_full.pkl,5
full,Circuit,250,5,4,0.7526946844324993,0.2974490392482848,0.29988718032836914,xgboost_model_full_Circuit.pkl,5
10,Q_values_full_model,50,325,4,0.22469997650841864,0.021746425885776015,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,5
12,Q_values_full_model,50,325,4,0.35023568609442074,0.26943676028110874,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,5
15,Q_values_full_model,50,325,4,0.1251919240741029,0.016284206001394803,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,5
20,Q_values_full_model,50,325,4,0.3811332604570091,0.08880547889602788,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,5
25,Q_values_full_model,50,325,4,0.18368776321861338,0.02171631823875577,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,5
