node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6064890833630037,0.4326752103356471,0.36687636375427246,xgboost_model_10.pkl,67
10,Circuit,50,5,4,0.7708235211952842,0.40716443127239527,0.2597630023956299,xgboost_model_10_Circuit.pkl,67
12,Q_values,50,78,4,0.9952284608896864,0.6605468168938269,0.3822817802429199,xgboost_model_12.pkl,67
12,Circuit,50,5,4,1.1148232309280153,0.664105269476956,0.2702665328979492,xgboost_model_12_Circuit.pkl,67
15,Q_values,50,120,4,0.6033569798882594,0.18878244465733116,0.4734487533569336,xgboost_model_15.pkl,67
15,Circuit,50,5,4,0.8031795241108266,0.23517385375249233,0.2653815746307373,xgboost_model_15_Circuit.pkl,67
20,Q_values,50,210,4,0.6283739846816222,0.27035142535605183,0.6665873527526855,xgboost_model_20.pkl,67
20,Circuit,50,5,4,0.8449882441923264,0.3289116696127388,0.2642552852630615,xgboost_model_20_Circuit.pkl,67
25,Q_values,50,325,4,0.756037444561499,0.23292756742701154,0.7582721710205078,xgboost_model_25.pkl,67
25,Circuit,50,5,4,0.695445024444375,0.18442813837670932,0.25951290130615234,xgboost_model_25_Circuit.pkl,67
full,Q_values,250,325,4,0.70160358726644,0.3014398856874071,3.085789680480957,xgboost_model_full.pkl,67
full,Circuit,250,5,4,0.7501920490152217,0.300400720250769,0.31921911239624023,xgboost_model_full_Circuit.pkl,67
10,Q_values_full_model,50,325,4,0.2170455493971848,0.023499684939480812,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,67
12,Q_values_full_model,50,325,4,0.3281758135711574,0.2792210009712187,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,67
15,Q_values_full_model,50,325,4,0.12244062646349921,0.013452987707698186,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,67
20,Q_values_full_model,50,325,4,0.36109131452809884,0.08343822965745905,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,67
25,Q_values_full_model,50,325,4,0.19191140275377042,0.026209478456084734,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,67
