num_nodes,edge_prob,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,Q_16,Q_17,Q_18,Q_19,Q_20,Q_21,Q_22,Q_23,Q_24,Q_25,Q_26,Q_27,Q_28,Q_29,Q_30,Q_31,Q_32,Q_33,Q_34,Q_35,Q_36,Q_37,Q_38,Q_39,Q_40,Q_41,Q_42,Q_43,Q_44,Q_45,Q_46,Q_47,Q_48,Q_49,Q_50,Q_51,Q_52,Q_53,Q_54,x_0,x_1,x_2,x_3
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.9719358963102662,1.568659789735724,3.6252532313062718,2.7625108808766043
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.501561333605046,1.048957544782929,4.537874457800714,1.1931152372571439
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,3.0987841966789147,1.243935017589072,4.117086745533561,2.3667221549609176
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.3908304095272155,1.0657119951937228,4.410115519720352,1.287538504867318
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.973525236362323,0.9971797568268892,2.771204615234432,0.8346218579067456
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.8524731354039106,1.881786720911463,3.4941305529139854,2.7506893460943735
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.4162253012134376,1.0343998680181645,2.6431155266619175,2.9535528079273092
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,3.524247728969523,1.7537089739856233,3.282816674594719,1.5478668334197614
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,2.8582328599824915,0.6967492014820472,4.646792120910272,2.6087501961319552
10,0.5,-2.4186899722734694,0.4279066936857918,0.0,1.6178147678677381,0.0,0.0,0.505944810643555,1.2389997904952996,0.0,1.0467138818545543,-2.970885915280169,1.7338045551578813,1.3015395507879612,0.3449585603921814,0.3412546648829928,0.2796060974923794,1.5127017081611496,0.0,0.0,-3.207465036327897,0.0,0.9536576523960982,0.0,0.0,0.0,0.0,0.0,-5.920027468672291,0.7273415946169154,1.281226330458004,1.3454808007632035,1.9287973361838504,1.3993352088887603,0.4562251027893996,-2.5866533286283286,1.1259070811131622,0.0,0.0,0.0,0.0,-3.40668153865913,0.0,0.0,1.796843935932295,0.0,-1.8574760371652388,0.2558860487835248,0.0,0.0,-3.218955900989392,1.501526918354959,0.0,-2.3488530315880074,0.0,-3.2048255608896543,3.2789101166176926,1.568481409628823,3.2759510335369812,2.5456019123417604
