node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,model_file,seeding
10,Q_values,50,55,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5981237205157697,0.25557367871987796,0.03246307373046875,True,4,MLP_model_10.pkl,45
10,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.552677631887863,0.39774149089070127,0.018221139907836914,True,4,MLP_model_10_Circuit.pkl,45
12,Q_values,50,78,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7152101749664973,0.578067657965617,0.06203460693359375,True,4,MLP_model_12.pkl,45
12,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.8633620516398587,0.5398981735954868,0.017353296279907227,True,4,MLP_model_12_Circuit.pkl,45
15,Q_values,50,120,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7043399765152983,0.30391850849400515,0.03552651405334473,True,4,MLP_model_15.pkl,45
15,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.522265514997826,0.1773008515893314,0.017192363739013672,True,4,MLP_model_15_Circuit.pkl,45
20,Q_values,50,210,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6041739881330953,0.22707196450080624,0.08248186111450195,True,4,MLP_model_20.pkl,45
20,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6115518496177738,0.25966726191868006,0.01712656021118164,True,4,MLP_model_20_Circuit.pkl,45
25,Q_values,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5244981373060236,0.16686374195019488,0.166534423828125,True,3,MLP_model_25.pkl,45
25,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6743053282731379,0.21876463125398782,0.03356790542602539,True,4,MLP_model_25_Circuit.pkl,45
full,Q_values,250,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6199957021990495,0.2331824459324613,0.18206191062927246,True,3,MLP_model_full.pkl,45
full,Circuit,250,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6546812285130869,0.2966853577915505,0.041602373123168945,True,4,MLP_model_full_Circuit.pkl,45
10,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.594893731093788,0.25909581845672713,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,45
12,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7208633104111895,0.5622350009503847,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,45
15,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6807861391311277,0.2829898490539826,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,45
20,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5879842179956974,0.2221627639978005,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,45
25,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5205663588513139,0.175818378470227,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,45
