node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,model_file,seeding
10,Q_values,50,55,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5966724414874456,0.25447240417041206,0.03457450866699219,True,4,MLP_model_10.pkl,92
10,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5491543634606029,0.38742004203461733,0.016465425491333008,True,3,MLP_model_10_Circuit.pkl,92
12,Q_values,50,78,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7147491485823164,0.5779230877052648,0.06141328811645508,True,4,MLP_model_12.pkl,92
12,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.8640855987497041,0.5420147701637592,0.017043590545654297,True,4,MLP_model_12_Circuit.pkl,92
15,Q_values,50,120,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7058556202318021,0.304391053983579,0.03507637977600098,True,4,MLP_model_15.pkl,92
15,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5294402406568256,0.17143024536454646,0.015511751174926758,True,3,MLP_model_15_Circuit.pkl,92
20,Q_values,50,210,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6035352622054617,0.22786920863955704,0.08108758926391602,True,4,MLP_model_20.pkl,92
20,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6131734378823585,0.2521796406124568,0.015543699264526367,True,3,MLP_model_20_Circuit.pkl,92
25,Q_values,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5313892308362744,0.1704463569995336,0.16839909553527832,True,3,MLP_model_25.pkl,92
25,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6873932484559533,0.21616835207390228,0.03186821937561035,True,3,MLP_model_25_Circuit.pkl,92
full,Q_values,250,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6179111338744877,0.23387664974918293,0.1673259735107422,True,3,MLP_model_full.pkl,92
full,Circuit,250,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6640450247458782,0.2906392694040172,0.01980733871459961,True,3,MLP_model_full_Circuit.pkl,92
10,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5966975068286049,0.2615580532660926,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,92
12,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.716220616416314,0.5615894364980418,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,92
15,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6813418332560158,0.28432006957988576,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,92
20,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5863966799070214,0.22093842940311761,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,92
25,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.526174770982205,0.18028080985714412,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,92
