node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6120169303762626,0.4566030267600828,0.4792766571044922,xgboost_model_10.pkl,61
10,Circuit,50,5,4,0.7725165225761724,0.4039352196084106,0.24193716049194336,xgboost_model_10_Circuit.pkl,61
12,Q_values,50,78,4,1.00072093184882,0.6706962769677673,0.3648808002471924,xgboost_model_12.pkl,61
12,Circuit,50,5,4,1.110534460277697,0.665962490836463,0.2368478775024414,xgboost_model_12_Circuit.pkl,61
15,Q_values,50,120,4,0.6155038670925832,0.19066290788050727,0.4457099437713623,xgboost_model_15.pkl,61
15,Circuit,50,5,4,0.7988383142152918,0.23346093240812038,0.2385249137878418,xgboost_model_15_Circuit.pkl,61
20,Q_values,50,210,4,0.6522907928536944,0.2827559781437149,0.6263582706451416,xgboost_model_20.pkl,61
20,Circuit,50,5,4,0.8475688196412221,0.33032651322569884,0.23930644989013672,xgboost_model_20_Circuit.pkl,61
25,Q_values,50,325,4,0.7307590745944101,0.2199881615614027,0.7132523059844971,xgboost_model_25.pkl,61
25,Circuit,50,5,4,0.7020376834626549,0.18678959868477113,0.23871827125549316,xgboost_model_25_Circuit.pkl,61
full,Q_values,250,325,4,0.7310004324774956,0.30357340024825824,2.9800527095794678,xgboost_model_full.pkl,61
full,Circuit,250,5,4,0.751851116858091,0.2993984649424033,0.3001081943511963,xgboost_model_full_Circuit.pkl,61
10,Q_values_full_model,50,325,4,0.24689563315037893,0.026102747687493037,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,61
12,Q_values_full_model,50,325,4,0.33020309627958205,0.25899658556868443,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,61
15,Q_values_full_model,50,325,4,0.12561168962867789,0.013781272742778178,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,61
20,Q_values_full_model,50,325,4,0.37592428071855605,0.08628699060181955,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,61
25,Q_values_full_model,50,325,4,0.19014383403102025,0.023381985164153792,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,61
