node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.5940084883777257,0.4337011644158907,0.37434959411621094,xgboost_model_10.pkl,13
10,Circuit,50,5,4,0.7577690172941725,0.3922438285758831,0.24384045600891113,xgboost_model_10_Circuit.pkl,13
12,Q_values,50,78,4,0.9852823150664346,0.6720940300326473,0.37212228775024414,xgboost_model_12.pkl,13
12,Circuit,50,5,4,1.1094814732104248,0.6613429607119651,0.25136566162109375,xgboost_model_12_Circuit.pkl,13
15,Q_values,50,120,4,0.5863683691937597,0.18300448862641716,0.44675731658935547,xgboost_model_15.pkl,13
15,Circuit,50,5,4,0.7934632116709844,0.22667189961898865,0.2410731315612793,xgboost_model_15_Circuit.pkl,13
20,Q_values,50,210,4,0.6394984266080579,0.2671395815881075,0.6180531978607178,xgboost_model_20.pkl,13
20,Circuit,50,5,4,0.8505983462409372,0.3293627375584497,0.24301910400390625,xgboost_model_20_Circuit.pkl,13
25,Q_values,50,325,4,0.7344786059289721,0.22691290977067133,0.7308614253997803,xgboost_model_25.pkl,13
25,Circuit,50,5,4,0.6985453886424976,0.18431309790610256,0.245560884475708,xgboost_model_25_Circuit.pkl,13
full,Q_values,250,325,4,0.7238142280794494,0.30675515200282055,2.9701826572418213,xgboost_model_full.pkl,13
full,Circuit,250,5,4,0.7529351622948336,0.3007323655290962,0.3082756996154785,xgboost_model_full_Circuit.pkl,13
10,Q_values_full_model,50,325,4,0.22538651030856913,0.027578335538700184,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,13
12,Q_values_full_model,50,325,4,0.35289054883899484,0.2684806083912287,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,13
15,Q_values_full_model,50,325,4,0.11410889697684393,0.014077417491198337,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,13
20,Q_values_full_model,50,325,4,0.40090835698143634,0.09517029870808907,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,13
25,Q_values_full_model,50,325,4,0.207977262085287,0.026265699236222025,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,13
