node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.5909118891445302,0.4171550985077043,0.35087037086486816,xgboost_model_10.pkl,60
10,Circuit,50,5,4,0.7750754370725291,0.40241168050467424,0.2430400848388672,xgboost_model_10_Circuit.pkl,60
12,Q_values,50,78,4,0.9822592591613379,0.6538790480504082,0.3859574794769287,xgboost_model_12.pkl,60
12,Circuit,50,5,4,1.0983985404365615,0.6589563549290697,0.2506070137023926,xgboost_model_12_Circuit.pkl,60
15,Q_values,50,120,4,0.6041087214798242,0.18601661627008587,0.4775385856628418,xgboost_model_15.pkl,60
15,Circuit,50,5,4,0.7995467352002745,0.23114467711928488,0.24728655815124512,xgboost_model_15_Circuit.pkl,60
20,Q_values,50,210,4,0.6730275052599665,0.2723757785329535,0.6688220500946045,xgboost_model_20.pkl,60
20,Circuit,50,5,4,0.8501129097538428,0.3304390043088265,0.2475576400756836,xgboost_model_20_Circuit.pkl,60
25,Q_values,50,325,4,0.7210255187301134,0.21731458229110695,0.7771434783935547,xgboost_model_25.pkl,60
25,Circuit,50,5,4,0.6981119246796785,0.19122958572608184,0.24689650535583496,xgboost_model_25_Circuit.pkl,60
full,Q_values,250,325,4,0.7125090886593032,0.3044124898742399,3.3132808208465576,xgboost_model_full.pkl,60
full,Circuit,250,5,4,0.7520685737051364,0.30242485454448154,0.3088662624359131,xgboost_model_full_Circuit.pkl,60
10,Q_values_full_model,50,325,4,0.20907415815614983,0.0260026597355894,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,60
12,Q_values_full_model,50,325,4,0.3119981265958893,0.2639646989620602,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,60
15,Q_values_full_model,50,325,4,0.15464975554023103,0.01702478638895973,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,60
20,Q_values_full_model,50,325,4,0.37093452541438904,0.0881054717087686,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,60
25,Q_values_full_model,50,325,4,0.16602337663802488,0.020956309597595528,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,60
