node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,model_file,seeding
10,Q_values,50,55,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5980021103146812,0.2553147889034054,0.10634732246398926,True,4,MLP_model_10.pkl,30
10,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5511884929556238,0.3948397156826503,0.03548908233642578,True,3,MLP_model_10_Circuit.pkl,30
12,Q_values,50,78,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7155047923335465,0.5773503832490334,0.11658668518066406,True,4,MLP_model_12.pkl,30
12,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.8606624357865644,0.5356583038706562,0.03791356086730957,True,3,MLP_model_12_Circuit.pkl,30
15,Q_values,50,120,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7019036578590584,0.30224070637646405,0.0663914680480957,True,4,MLP_model_15.pkl,30
15,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5229401186092173,0.17605354609043544,0.10672879219055176,True,3,MLP_model_15_Circuit.pkl,30
20,Q_values,50,210,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6034233737529195,0.22734580123847534,0.10137319564819336,True,4,MLP_model_20.pkl,30
20,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6110314510809556,0.2572017143734462,0.09060239791870117,True,3,MLP_model_20_Circuit.pkl,30
25,Q_values,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5318657863314106,0.17158448168752155,0.1759331226348877,True,3,MLP_model_25.pkl,30
25,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6772602648296356,0.2175309189274952,0.050445556640625,True,3,MLP_model_25_Circuit.pkl,30
full,Q_values,250,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6177656429754803,0.23429706245967444,0.13550925254821777,True,3,MLP_model_full.pkl,30
full,Circuit,250,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6558430652690352,0.29426432402939867,0.017482519149780273,True,3,MLP_model_full_Circuit.pkl,30
10,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5971391015673665,0.26148343852691536,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,30
12,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7154938299463992,0.5620098053843217,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,30
15,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6829012630948559,0.2851503188816138,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,30
20,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5873773256274223,0.22165548090429,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,30
25,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5256690086328709,0.18072171496805095,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,30
