node_size,model_type,dataset_size,n_features,n_outputs,hidden_layers,activation,solver,test_size,rmse,mape,training_time,converged,n_iterations,model_file,seeding
10,Q_values,50,55,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.597671798504465,0.2553907698630071,0.030101299285888672,True,4,MLP_model_10.pkl,36
10,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5490288261935583,0.3875516481528239,0.015746355056762695,True,3,MLP_model_10_Circuit.pkl,36
12,Q_values,50,78,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7159253436691828,0.5763120081229267,0.05700802803039551,True,4,MLP_model_12.pkl,36
12,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.864222580819746,0.5420904148377796,0.016365766525268555,True,4,MLP_model_12_Circuit.pkl,36
15,Q_values,50,120,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7040820026828697,0.30302642749710706,0.03367900848388672,True,4,MLP_model_15.pkl,36
15,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5310034784316222,0.17110655611005451,0.015486001968383789,True,3,MLP_model_15_Circuit.pkl,36
20,Q_values,50,210,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6046149544152033,0.22743358294121224,0.07802057266235352,True,4,MLP_model_20.pkl,36
20,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6126422384515128,0.251956595703596,0.015187263488769531,True,3,MLP_model_20_Circuit.pkl,36
25,Q_values,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5293883726148662,0.1691886652303148,0.15091323852539062,True,3,MLP_model_25.pkl,36
25,Circuit,50,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6882406860884152,0.21586344262985183,0.030181407928466797,True,3,MLP_model_25_Circuit.pkl,36
full,Q_values,250,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6187432982037864,0.23316904107282044,0.17579007148742676,True,3,MLP_model_full.pkl,36
full,Circuit,250,5,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.6638710805049954,0.2901261344538417,0.04230475425720215,True,3,MLP_model_full_Circuit.pkl,36
10,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5962432569657535,0.2594085406719959,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,36
12,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.7177025547557582,0.5597411405036432,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,36
15,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.682125068536542,0.28334772839289185,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,36
20,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5863023836655294,0.2221722480217228,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,36
25,Q_values_full_model,50,325,4,"(128, 64, 32)",logistic,lbfgs,0.2,0.5233734523327273,0.17844361590089436,0.0,True,0,Models/ml_vs_ml/mlp/MLP_model_full.pkl,36
