node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6116024101911454,0.4359500642226983,0.36333656311035156,xgboost_model_10.pkl,80
10,Circuit,50,5,4,0.7608184516424256,0.4035997077737896,0.2632172107696533,xgboost_model_10_Circuit.pkl,80
12,Q_values,50,78,4,0.9670090745356429,0.6645257391722605,0.38958120346069336,xgboost_model_12.pkl,80
12,Circuit,50,5,4,1.1097981018030945,0.6612757659276294,0.2623014450073242,xgboost_model_12_Circuit.pkl,80
15,Q_values,50,120,4,0.6048745806077519,0.1827878811491548,0.473250150680542,xgboost_model_15.pkl,80
15,Circuit,50,5,4,0.7942887430587814,0.22773326543500644,0.26324892044067383,xgboost_model_15_Circuit.pkl,80
20,Q_values,50,210,4,0.655733328523064,0.27688578953833876,0.7261099815368652,xgboost_model_20.pkl,80
20,Circuit,50,5,4,0.8500803264317142,0.3306059217068583,0.2942171096801758,xgboost_model_20_Circuit.pkl,80
25,Q_values,50,325,4,0.733276295296191,0.2182258725292237,0.8643777370452881,xgboost_model_25.pkl,80
25,Circuit,50,5,4,0.6980726818671563,0.18648683124655457,0.2735259532928467,xgboost_model_25_Circuit.pkl,80
full,Q_values,250,325,4,0.7128281534818083,0.30509127412549963,3.6003479957580566,xgboost_model_full.pkl,80
full,Circuit,250,5,4,0.7527113335185793,0.30165004783848504,0.3612847328186035,xgboost_model_full_Circuit.pkl,80
10,Q_values_full_model,50,325,4,0.21484823036929904,0.0270560564779462,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,80
12,Q_values_full_model,50,325,4,0.3462393201441187,0.277149423401248,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,80
15,Q_values_full_model,50,325,4,0.13340038466452778,0.013899848934374699,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,80
20,Q_values_full_model,50,325,4,0.3973084196071652,0.09455135351515453,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,80
25,Q_values_full_model,50,325,4,0.17619801157172155,0.023178343055000234,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,80
