node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.5901965160088235,0.4037799146381874,0.6678462028503418,xgboost_model_10.pkl,1
10,Circuit,50,5,4,0.7738830524152749,0.39700863301696954,0.49521827697753906,xgboost_model_10_Circuit.pkl,1
12,Q_values,50,78,4,0.9739197432360068,0.650100280857777,0.624316930770874,xgboost_model_12.pkl,1
12,Circuit,50,5,4,1.1007379639090407,0.6612301400621945,0.4906320571899414,xgboost_model_12_Circuit.pkl,1
15,Q_values,50,120,4,0.6133309856600995,0.19251154898680478,0.7211685180664062,xgboost_model_15.pkl,1
15,Circuit,50,5,4,0.8063060340533919,0.23329327075531364,0.4992516040802002,xgboost_model_15_Circuit.pkl,1
20,Q_values,50,210,4,0.6472562672678575,0.27836918031860186,0.97886061668396,xgboost_model_20.pkl,1
20,Circuit,50,5,4,0.8475329977180743,0.3296103737647076,0.5137641429901123,xgboost_model_20_Circuit.pkl,1
25,Q_values,50,325,4,0.7591870630774457,0.23239128056727817,1.0941874980926514,xgboost_model_25.pkl,1
25,Circuit,50,5,4,0.7051838098221289,0.18743960602668225,0.503633975982666,xgboost_model_25_Circuit.pkl,1
full,Q_values,250,325,4,0.72474335396854,0.3091348022005215,4.2296226024627686,xgboost_model_full.pkl,1
full,Circuit,250,5,4,0.7551575257894089,0.30069293636886973,0.5714147090911865,xgboost_model_full_Circuit.pkl,1
10,Q_values_full_model,50,325,4,0.23303598397296313,0.025037461199140257,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,1
12,Q_values_full_model,50,325,4,0.35067317377734675,0.2752660280145587,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,1
15,Q_values_full_model,50,325,4,0.15663604447867843,0.01773561857966269,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,1
20,Q_values_full_model,50,325,4,0.4182753962726141,0.09515585410004715,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,1
25,Q_values_full_model,50,325,4,0.16353252739430119,0.022518681110996988,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,1
