node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6118322791582516,0.42688498624623933,0.39101743698120117,xgboost_model_10.pkl,42
10,Circuit,50,5,4,0.7739311166032573,0.40797832999890704,0.2515268325805664,xgboost_model_10_Circuit.pkl,42
12,Q_values,50,78,4,0.9854240926486655,0.6653387445724395,0.3958008289337158,xgboost_model_12.pkl,42
12,Circuit,50,5,4,1.0976164019878285,0.6603324816965572,0.2531239986419678,xgboost_model_12_Circuit.pkl,42
15,Q_values,50,120,4,0.6300191112065119,0.1994709664901214,0.4723498821258545,xgboost_model_15.pkl,42
15,Circuit,50,5,4,0.800748822617868,0.23256101640651936,0.2594645023345947,xgboost_model_15_Circuit.pkl,42
20,Q_values,50,210,4,0.6279703612087232,0.26437340609699433,0.6865589618682861,xgboost_model_20.pkl,42
20,Circuit,50,5,4,0.8512239916960574,0.32972974420079876,0.2760627269744873,xgboost_model_20_Circuit.pkl,42
25,Q_values,50,325,4,0.7514802085725365,0.23822661642052984,0.7929461002349854,xgboost_model_25.pkl,42
25,Circuit,50,5,4,0.6986518993577859,0.1886929116176703,0.2603156566619873,xgboost_model_25_Circuit.pkl,42
full,Q_values,250,325,4,0.7128150812307666,0.3057976684723567,3.2901015281677246,xgboost_model_full.pkl,42
full,Circuit,250,5,4,0.7545618957751933,0.2997602271438534,0.3287014961242676,xgboost_model_full_Circuit.pkl,42
10,Q_values_full_model,50,325,4,0.22308624612752176,0.026776362178869195,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,42
12,Q_values_full_model,50,325,4,0.326408904372519,0.2672054934308219,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,42
15,Q_values_full_model,50,325,4,0.13485069428550917,0.015899146318933723,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,42
20,Q_values_full_model,50,325,4,0.4060494442931366,0.09308884268262027,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,42
25,Q_values_full_model,50,325,4,0.19718700628352687,0.02696464594807011,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,42
