node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.5986720858034608,0.4301385706865771,0.45085859298706055,xgboost_model_10.pkl,11
10,Circuit,50,5,4,0.7525074705866003,0.388676207503086,0.3735363483428955,xgboost_model_10_Circuit.pkl,11
12,Q_values,50,78,4,1.008477715662264,0.667811688355459,0.48858141899108887,xgboost_model_12.pkl,11
12,Circuit,50,5,4,1.0998902926878558,0.6579392144747428,0.37309718132019043,xgboost_model_12_Circuit.pkl,11
15,Q_values,50,120,4,0.6129561514654398,0.19588436820036093,0.5693802833557129,xgboost_model_15.pkl,11
15,Circuit,50,5,4,0.8043679265805771,0.23390664360350727,0.3758835792541504,xgboost_model_15_Circuit.pkl,11
20,Q_values,50,210,4,0.6793080966854971,0.29077403182199857,0.7671558856964111,xgboost_model_20.pkl,11
20,Circuit,50,5,4,0.8523060293195501,0.3299906327779739,0.3770020008087158,xgboost_model_20_Circuit.pkl,11
25,Q_values,50,325,4,0.7374347577608316,0.231929879536456,0.9219112396240234,xgboost_model_25.pkl,11
25,Circuit,50,5,4,0.6955136806603117,0.1918794973082711,0.38242459297180176,xgboost_model_25_Circuit.pkl,11
full,Q_values,250,325,4,0.7170243583664719,0.3032960401461926,3.5902955532073975,xgboost_model_full.pkl,11
full,Circuit,250,5,4,0.7538831864183922,0.300845946754823,0.44905638694763184,xgboost_model_full_Circuit.pkl,11
10,Q_values_full_model,50,325,4,0.21059565739306166,0.025120031019114742,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,11
12,Q_values_full_model,50,325,4,0.31553355197861027,0.24803881123523464,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,11
15,Q_values_full_model,50,325,4,0.1396452137675234,0.01665222379887079,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,11
20,Q_values_full_model,50,325,4,0.38193170965490136,0.08415073934245071,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,11
25,Q_values_full_model,50,325,4,0.1978190308635526,0.027119509966174585,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,11
