node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6076255199348343,0.44660533661035007,0.5340723991394043,xgboost_model_10.pkl,36
10,Circuit,50,5,4,0.7762325715221657,0.4038234627155446,0.4305100440979004,xgboost_model_10_Circuit.pkl,36
12,Q_values,50,78,4,0.987599417792625,0.6675648400508778,0.5350396633148193,xgboost_model_12.pkl,36
12,Circuit,50,5,4,1.1058063660803545,0.6619387906786925,0.41880154609680176,xgboost_model_12_Circuit.pkl,36
15,Q_values,50,120,4,0.6049209362466763,0.18965996392786713,0.6734931468963623,xgboost_model_15.pkl,36
15,Circuit,50,5,4,0.7982958992642695,0.2290181296132251,0.42252302169799805,xgboost_model_15_Circuit.pkl,36
20,Q_values,50,210,4,0.6459502997873544,0.2692039794555141,0.9019832611083984,xgboost_model_20.pkl,36
20,Circuit,50,5,4,0.84966392011106,0.33072250994667446,0.43507838249206543,xgboost_model_20_Circuit.pkl,36
25,Q_values,50,325,4,0.7219087257950193,0.21964596889982385,0.997532844543457,xgboost_model_25.pkl,36
25,Circuit,50,5,4,0.7045828414554504,0.18548313314128465,0.4142336845397949,xgboost_model_25_Circuit.pkl,36
full,Q_values,250,325,4,0.7271345131733314,0.30451717089229263,3.7925198078155518,xgboost_model_full.pkl,36
full,Circuit,250,5,4,0.7496509406385853,0.30098508442904404,0.5056464672088623,xgboost_model_full_Circuit.pkl,36
10,Q_values_full_model,50,325,4,0.22090767985809762,0.023973067714909393,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,36
12,Q_values_full_model,50,325,4,0.3605963397106828,0.273704121722704,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,36
15,Q_values_full_model,50,325,4,0.15531783347882414,0.016435478699287,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,36
20,Q_values_full_model,50,325,4,0.40692543352241245,0.09190462135429568,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,36
25,Q_values_full_model,50,325,4,0.20949038377695212,0.02621784609417216,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,36
