node_size,model_type,dataset_size,n_features,n_outputs,rmse,mape,training_time,model_file,seeding
10,Q_values,50,55,4,0.6262204071290356,0.4553691857331116,0.35736584663391113,xgboost_model_10.pkl,77
10,Circuit,50,5,4,0.7656948066752702,0.40060063161551385,0.2477564811706543,xgboost_model_10_Circuit.pkl,77
12,Q_values,50,78,4,0.9814354263848941,0.6548226675380938,0.3713374137878418,xgboost_model_12.pkl,77
12,Circuit,50,5,4,1.1050012041599722,0.6620182027494821,0.260408878326416,xgboost_model_12_Circuit.pkl,77
15,Q_values,50,120,4,0.6261493652594405,0.19136495843016027,0.45822644233703613,xgboost_model_15.pkl,77
15,Circuit,50,5,4,0.7975266052234617,0.22948420794328378,0.254044771194458,xgboost_model_15_Circuit.pkl,77
20,Q_values,50,210,4,0.6519626892053971,0.27266795931580123,0.6395049095153809,xgboost_model_20.pkl,77
20,Circuit,50,5,4,0.8516028696577496,0.3301032686521034,0.26142239570617676,xgboost_model_20_Circuit.pkl,77
25,Q_values,50,325,4,0.7421469983487888,0.22293888211955398,0.7230167388916016,xgboost_model_25.pkl,77
25,Circuit,50,5,4,0.7027576822893259,0.19210286016726924,0.2469770908355713,xgboost_model_25_Circuit.pkl,77
full,Q_values,250,325,4,0.7249840551724986,0.3126330037965476,2.987577199935913,xgboost_model_full.pkl,77
full,Circuit,250,5,4,0.7532611452528474,0.3034205588694704,0.31079769134521484,xgboost_model_full_Circuit.pkl,77
10,Q_values_full_model,50,325,4,0.24554694331002297,0.027752569022368515,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,77
12,Q_values_full_model,50,325,4,0.36852331729834104,0.290076386299344,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,77
15,Q_values_full_model,50,325,4,0.17345282224825476,0.01901105309260232,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,77
20,Q_values_full_model,50,325,4,0.3985758817691371,0.09249877338366794,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,77
25,Q_values_full_model,50,325,4,0.19506368255694514,0.027319309998668464,0.0,Models/ml_vs_ml/xgboost/xgboost_model_full.pkl,77
